name,price,currency,description,ingredients,instruction_for_use,storage_instructions,country,quantity_value,quantity_unit
The Choya Golden Ume Fruit 15%  (650ml),628000,VND,"100%NATURAL without artificial ingredients,
 No flavorings, No acidulants, No colorings.
 It was follow a traditional method of 
production  – a home-made style umeshu.
Made with   Japanese  ume, sugar, cane spirit
It was use 100% Nanko umeshu - . The number 1 ume inJapan
Original Choya with the traditional home makes style. This all natural and non-preservative drink is refreshing with well balanced of sweetness and acidity. Best to serve on the rock. 
Aging: at least 1 year
Alcohol: 10% alc./vol","Japanese  ume, sugar, cane spirit","When you are tired, you want to relax,     you want to enjoy with friends
 Before  as an aperitif,    sleeping.
After as a digestive,  with dessert.
Umeshu is a liqueur designed to be enjoyed casually, and it can be drunk in a variety of ways: 
Simply chill and pour into a cold glass. Enjoy the pure taste of Umeshu made from 100% Japanese ume.
 Just pour over ice. A very popular way to drink Umeshu.
Mix Umeshu with hot water to warm yourself up in winter.
Mix the CHOYA and soda, gin, lime juice.... into a cocktail shaker, and fill with ice cubes Shake well then strain into a martini glass.","Indulge yourself in this special Umeshu infused with the best Japanese green tea from the Uji region in Kyoto. Using our special coldly-brewed-for-aroma method to bring out the best of the Uji tea, enjoy the elegant taste and the relaxing aroma of this unique drink. Serve it cold on-the-rocks or warm it up, excellent to pair with food.",,650,ml
Choya Single Year 15% (720ml),700000,VND,"100%NATURAL without artificial ingredients,
 No flavorings, No acidulants, No colorings.
 It was follow a traditional method of 
production  – a home-made style umeshu.
Made with Japanese  ume, sugar, cane spirit
It was use 100% Nanko ume - . The number 1 ume in Japan
Original Choya with the traditional home makes style. This all natural and non-preservative drink is refreshing with well balanced of sweetness and acidity. Best to serve on the rock. 
Aging: at least 1 year
Alcohol: 10% alc./vol","Japanese  ume, sugar, cane spirit","When you are tired, you want to relax,     you want to enjoy with friends
 Before  as an aperitif,    sleeping.
After as a digestive,  with dessert.
Umeshu is a liqueur designed to be enjoyed casually, and it can be drunk in a variety of ways: 
Simply chill and pour into a cold glass. Enjoy the pure taste of Umeshu made from 100% Japanese ume.
 Just pour over ice. A very popular way to drink Umeshu.
Mix Umeshu with hot water to warm yourself up in winter.
Mix the CHOYA and soda, gin, lime juice.... into a cocktail shaker, and fill with ice cubes Shake well then strain into a martini glass.","Indulge yourself in this special Umeshu infused with the best Japanese green tea from the Uji region in Kyoto. Using our special coldly-brewed-for-aroma method to bring out the best of the Uji tea, enjoy the elegant taste and the relaxing aroma of this unique drink. Serve it cold on-the-rocks or warm it up, excellent to pair with food.",Japan,720,ml
Chita whisky 43% (700ml),1590000,VND,"COLOUR: Bright gold

NOSE: Crème brûlée, cardamom, acacia honey, blossoming rose

PALATE: Mild and smooth, hint of mint, deep honey

FINISH: Clean and clear, spiced oak with subtle bittersweet notes","Distilled and fermented from water, malt, barley, and grains",Drink directly or after chilling or with ice,"Store at room temperature, in a cool, dry place.",,700,ml
Sake Nishi no Seki Hana + Nigori 15%  (2x720ml),1030000,VND,Sake Nishi no Seki Hana + Nigori 15%,"Rice, Rice-koji, Alcohol, High Fructose Corn Syrup Alc.15% vol",Drink directly or after chilling,"Store at room temperature, in a cool, dry place.",,720,ml
Hitejinro Jinro Strawberry Soju 13% (360ml),65000,VND,"With the combination of rice wine and natural strawberry flavor, it brings a pleasant and easy-to-drink feeling to the drinker. Glutinous rice is fermented with a gentle passionate flavor, accompanied by a little sweet and sour taste of strawberry. It all blends into a refreshing, refreshing drink.",,,,,360,ml
Vermont Organic Apple Cider Vinegar (946ml),304000,VND,"Vermont Village produce organic & raw apple cider vinegar with the ""mother"" that is unfiltered and unpasteurized. The ""mother"" is the culture of beneficial bacteria that all vinegar comes from. This living organism produces acetic acid which gives vinegar its characteristic sourness.","Raw, organic apple cider vinegar with purified water (diluted to 5% acidity).",People have used it for centuries in cooking and as a traditional remedy for different ailments.,"store in a cool, dry place, away from sunlight.",Vermont,946,ml
Gerard Bertrand Pollinat Chardonnay (750ml),0,VND,"A fresh and eco-conscious Chardonnay with floral aromas, crisp apple and citrus notes, and a clean finish. Abv: 13%",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Gerard Bertrand 6eme Sens' Rose (750ml),0,VND,"This wine commits to Gérard Bertrand will and desire to express the characteristics and exceptional diversity of each of terroirs that he works with. With more than 20 years of expertise, Gerard Bertrand’s team made sure that this rose can be applied to any environment, situation and company and will make the experience happy and fresh.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
AGM Mathilde Chapoutier Grand Ferrage Cotes de Provence Rose (750ml),0,VND,"Tasting notes 
Appearance: Clear pale pink with purple highlights. 
Nose: Complex aromas of peach, citrus and exotic fruit. 
Palate: full and delicious on entry to the palate, followed by notes of citrus, grapefruit and white-fleshed fruit, showing a subtle soft character underpinned by a fine, acidity which adds structure. 
Sommelier's advice: Casual meal: mediterranean buffet, barbecue. 
For fine dining: beef carpaccio with Parmesan shavings.

Alcohol content: 13%
Origin: France
Company: Red Warehouse Trading Service Co., Ltd.
41 Thao Dien, Thao Dien Ward, Thu Duc City, Ho Chi Minh City
Drink directly, not for pregnant women and children under 18",fermented grape juice,"Drink directly, not for pregnant women and children",,France,750,ml
Gerard Bertrand 6eme Sens' White (750ml),395000,VND,"TASTING NOTES

A pale yellow colour with flashes of green. The extremely complex, floral nose carries aromas of laurel, acacia or boxwood, with an underlying fruitiness which reveals notes of tropical and citrus fruit. On the palate it is equally aromatic with a good touch of acidity and a pleasing crisp freshness leading to a suave finish.

DESCRIPTION

All the grapes are hand-picked once they have reached their optimal ripeness. They are delicately crushed in a pneumatic press as soon as they are brought into the cellar. The juice is cold settled for 48 hours. Alcoholic fermentation is conducted at low temperature for a maximum extraction of the fruit. The wine is left to age in the vat for a brief period before bottling.

INFORMATION DETAILS

Grape Variety: Grenache Blanc 40%, Marsanne 40%, Viognier 20%
ABV: 13%",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",laurel,750,ml
M.Chapoutier La Ciboise Coteaux du Tricastin (750ml),439000,VND,"TASTING NOTES
Appearance: garnet red colour
Nose: complex and fine with notes of black fruit (blackberry / blackcurrant)
Palate: fruity with lovely notes of liquorice. Silky tannins. Creating a precise and elegant wine with lovely freshness

DESCRIPTION
Traditional vinification in concrete tanks. The alcoholic fermentation is temperaturecontrolled to preserve the fresh fruit flavours. Short pumping over every day at regular intervals. The maceration lasts about three weeks.

INFORMATION DETAILS
Serving temperature: 16-18°C.
Ageing potential: 3-5 years
ABV: 13.5%
Grape: Grenache Noir, Syrah.",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
Vermont Ginger Honey Apple Cider (236ml),234000,VND,"To make this raw apple cider vinegar endlessly sippable, they added sweet honey and spicy ginger. (What they didn’t include? Water or cane sugar!) Left unfiltered with the living nutrients known as the “mother” intact, our organic, non-GMO flavored vinegar is as delicious as it is beneficial and can be enjoyed swigged, sipped or stirred into seltzer.","Organic & Raw Apple Cider Vinegar, Organic Honey, Organic Ginger","Left unfiltered with the living nutrients known as the “mother” intact, our organic, non-GMO flavored vinegar is as delicious as it is beneficial and can be enjoyed swigged, sipped or stirred into seltzer.","store in a cool, dry place, away from sunlight.",Vermont,236,ml
Vermont Turmeric Honey Apple Cider (236ml),234000,VND,"Are you familiar with organic & raw apple cider vinegar? People have been drinking it forever as a traditional remedy. Vinegar can be very strong, which is why we created Sipping Vinegars and Vinegar Shots. A blend of our organic & raw apple cider vinegar, honey and a fruit or root, these products make taking your daily shot of apple cider vinegar enjoyable. There are no processed sugars or additives.","Apple Cider Vinegar, Honey, Turmeric","They can be enjoyed as is, in still or sparkling water, cocktails, smoothies, on salads…","store in a cool, dry place, away from sunlight.",Vermont,236,ml
Gerard Bertrand Naturalys Chardonnay (750ml),0,VND,"An organic Chardonnay with aromas of white fruits and flowers, lively acidity, and a smooth, elegant texture. Abv: 13%",fermented grape juice,"Drink directly, not for pregnant women and children","Wine should be stored away from sunlight and fluorescent lights. The capscrew bottles can be placed vertically, while the cork bottles should be placed horizontally. Ideal storage temperature from 14-16 degrees, avoid storing wine in hot places above 24 degrees and avoid vibrations.",,750,ml
